id,split,wall_num,total_length,best_frame_deg,mean_residual_deg,max_residual_deg,max_adjacent_deviation_deg,non90_corner_count,atlanta_candidate,reason
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,test,4,9.935115,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76,test,8,20.019907,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,test,8,31.414197,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,test,6,25.532784,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,test,10,29.223441,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,test,4,22.230492,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,test,6,31.156513,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,test,4,21.942179,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,test,6,21.281875,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,test,4,24.472025,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,test,6,14.131748,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,test,6,22.690739,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,test,4,22.204316,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,test,6,22.666618,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,test,12,40.191584,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,test,8,22.867347,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,test,6,27.057997,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,test,10,29.901811,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,test,6,29.714142,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,test,4,12.086517,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,test,6,23.123775,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,test,4,13.587176,0.000,0.000,0.000,0.000,0,0,Manhattan-like
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,test,8,15.201498,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2,test,4,45.527769,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,test,4,28.415880,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,test,6,23.231015,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,test,4,28.278764,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,test,4,22.926691,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,test,4,7.224805,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9,test,4,41.440167,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,test,4,13.999980,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,test,4,16.343648,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,test,4,22.716607,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,test,4,32.260323,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,test,4,9.056724,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,test,4,23.801119,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc,test,4,32.052254,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16,test,4,28.653604,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,test,4,61.156727,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,test,4,12.581476,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,test,4,50.274716,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,test,4,16.220687,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3,test,4,13.955650,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,test,4,8.174172,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_75327de9719945aa8b893a6404667884,test,4,31.905573,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,test,4,32.712094,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,test,4,19.152907,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,test,4,15.962179,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c,test,4,52.692637,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,test,4,19.776981,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,test,4,15.744575,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,test,4,40.848802,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8,test,4,20.289405,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,test,4,8.180629,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,test,4,38.441143,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,test,4,33.334548,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,test,4,26.076953,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,test,4,17.151975,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,test,4,15.641138,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,test,6,32.566781,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,test,4,26.441986,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,test,4,17.617376,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,test,4,67.471195,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,test,4,25.128853,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,test,8,50.384855,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,test,10,70.080268,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,test,4,16.358511,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,test,4,24.940327,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd,test,4,34.051077,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,test,10,35.857157,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,test,4,40.894892,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e,test,4,39.418284,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,test,4,18.889125,0.000,0.000,0.000,0.000,0,0,Manhattan-like
B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8,test,4,25.650619,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,test,12,46.160964,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,test,6,21.998300,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,test,10,36.960554,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,test,6,17.470285,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,test,4,12.290140,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,test,8,43.497311,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,test,4,12.461341,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,test,14,59.761623,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,test,10,19.064408,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,test,4,10.288890,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,test,6,9.359915,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,test,6,20.999942,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,test,4,12.647883,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,test,6,16.899116,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,test,6,15.980269,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,test,16,60.742156,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,test,4,8.491073,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,test,6,9.889426,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,test,6,20.566195,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,test,6,17.099336,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,test,8,21.220568,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,test,6,21.389902,0.000,0.000,0.000,0.000,0,0,Manhattan-like
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,test,8,30.051205,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_0595477618f44940b004970372df16dc,test,6,19.584946,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,test,4,18.167343,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314,test,4,13.775682,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,test,8,33.262947,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,test,6,21.030078,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,test,4,6.126059,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,test,10,40.513130,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,test,4,20.631110,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,test,6,13.706241,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,test,6,14.987905,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_445ae0203f294b5c9889505576e37998,test,8,23.004582,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,test,4,20.391691,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,test,4,10.614363,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,test,4,13.325568,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,test,8,40.830468,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,test,4,7.955235,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,test,8,12.075083,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,test,4,9.953230,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,test,4,13.438824,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,test,4,9.406885,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,test,4,18.530187,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,test,4,18.883992,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,test,4,19.864956,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,test,6,15.100385,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,test,4,18.410806,0.000,0.000,0.000,0.000,0,0,Manhattan-like
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,test,6,17.222867,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,test,4,31.867110,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,test,4,49.600515,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,test,4,23.523366,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,test,4,28.416728,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,test,4,48.487304,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,test,4,31.583919,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,test,4,30.527211,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,test,4,41.802979,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,test,4,41.477266,0.000,0.000,0.000,0.000,0,0,Manhattan-like
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,test,4,30.304177,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,test,4,23.927689,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,test,6,17.750736,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,test,4,15.455582,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,test,8,20.371062,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,test,4,27.815560,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,test,4,21.840736,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,test,6,16.283724,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,test,10,28.278784,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,test,8,46.614527,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,test,4,3.856644,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,test,4,26.201809,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,test,4,25.974896,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,test,10,27.240873,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,test,6,14.687436,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,test,4,12.138234,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,test,4,15.505145,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,test,6,15.602474,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,test,10,25.468006,0.000,0.000,0.000,0.000,0,0,Manhattan-like
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,test,4,30.335644,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,test,4,21.114438,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,test,4,15.850916,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,test,4,16.746205,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd,test,6,20.351361,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331,test,4,14.387598,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,test,12,31.817824,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,test,4,17.509936,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,test,4,17.593115,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,test,10,38.352613,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,test,4,13.165530,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,test,4,17.214815,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,test,6,19.846265,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,test,12,53.252179,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,test,4,7.789378,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,test,4,17.380755,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,test,6,24.811663,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,test,8,31.294226,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392,test,4,12.426635,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,test,12,35.951952,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,test,8,34.516574,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,test,6,21.613188,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,test,6,20.934106,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,test,4,18.154431,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,test,8,41.854034,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_75ea3fd50c1c4b8ba66dccc4247b8b81,test,4,6.670316,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,test,4,17.080211,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,test,4,12.970562,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,test,4,16.505282,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_93c08bd7515647fdaa2ef1239d02983c,test,4,8.582269,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,test,4,27.135601,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08,test,8,15.250922,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,test,4,15.819156,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,test,6,9.467292,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,test,6,26.767235,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,test,4,12.292168,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,test,4,15.381369,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,test,6,28.028424,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,test,8,43.787711,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,test,4,16.532008,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,test,6,23.959231,0.000,0.000,0.000,0.000,0,0,Manhattan-like
e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,test,6,15.552480,0.000,0.000,0.000,0.000,0,0,Manhattan-like
kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2,test,8,25.776637,0.000,0.000,0.000,0.000,0,0,Manhattan-like
kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,test,8,21.161636,0.000,0.000,0.000,0.000,0,0,Manhattan-like
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,test,8,25.616941,0.000,0.000,0.000,0.000,0,0,Manhattan-like
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,test,4,8.609465,0.000,0.000,0.000,0.000,0,0,Manhattan-like
